,Name (caveats to the data),RTG $,Oil/Water Used,Type of Fish,Latin Name,Country Origin,Brand,Has Salt,Has Sugar,Sauce/Inclusions,Boneless,Skinless,Pieces/Tin,Tin Size (in grams unless otherwise noted),Tin Size (in oz unless otherwise noted),Smoked,Grilled/Seared,Citrus,Garlic,Chili Pepper,Tomato,Dairy,Gluten,Organic,Kosher Cert,Servings/tin,Sodium/Serv (mg),% RDA Sodium,Unnamed: 28
336,José Gourmet Small Sardines in Ravigote Sauce,13.5,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,Portugal,José Gourmet,Yes,No,"Spices, onion, capers",No,No,Unstated,90,3.2,No,No,No,No,No,No,No,No,No,,2,180,15,
337,José Gourmet Small Sardines in Tomato Sauce,11,Olive Oil,Sardines,Sardina pilchardus,Spain,José Gourmet,Yes,Yes,"Tomato Pulp (16%), Extra Virgin Olive Oil (10%), (Onion and Garlic)(1.6%), (White Wine, Sugar, White Pepper, Paprika)(0.6%)",No,No,Unstated,90,3.2,No,No,No,Yes,No,Yes,No,No,No,,,,,
338,José Gourmet Smoked Salmon in Extra Virgin Olive Oil,13.5,Extra Virgin Olive Oil,Salmon,Salmo salar,Portugal,José Gourmet,Yes,No,,Yes,,,90,3.2,Yes,No,No,No,No,No,No,No,No,,2,560,,
339,José Gourmet Smoked Sardines in Extra Virgin Olive Oil,11,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,Portugal,José Gourmet,Yes,No,,No,No,Unstated,120,4.2,Yes,No,No,No,No,No,No,No,No,,1,480,12,
340,José Gourmet Smoked Small Mackerel in Olive Oil,10,Olive Oil,Mackerel,Scomber japonicus,Portugal,José Gourmet,Yes,No,,No,No,Unstated,120,4.0,Yes,No,No,No,No,No,No,No,No,,1,370,22,
341,José Gourmet Smoked Small Sardines in Extra Virgin Olive Oil,11,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,Portugal,José Gourmet,Yes,No,,No,No,Unstated,90,3.0,Yes,No,No,No,No,No,No,No,No,,1,900,23,
342,José Gourmet Smoked Trout Fillets in Olive Oil,17,Olive Oil,Trout,Oncorhynchus mykiss,Portugal,José Gourmet,Yes,No,,Yes,No,Unstated,105,3.7,Yes,No,No,No,No,No,No,No,No,,1,600,15,
343,José Gourmet Spiced Calamari in Ragout  Sauce,14.5,Vegetable Oil,Squid,Loligo vulgaris,Spain,José Gourmet,Yes,No,Tomato,,,Unstated,120,4.0,No,No,No,No,Yes,Yes,No,No,No,,1,710,16,
344,José Gourmet Spiced Octopus in Olive Oil,24,Olive Oil,Octopus,?,Spain,José Gourmet,Yes,No,Spiced/Spicy,,,Unstated,120,4.0,No,No,No,No,Yes,No,No,No,No,,?,900,15,
345,José Gourmet Spiced Small Mackerel in Olive Oil,10,Olive Oil,Mackerel,Scomber japonicus,Portugal,José Gourmet,Yes,No,Spiced/Spicy,No,No,Unstated,120,4.0,No,No,No,No,Yes,No,No,No,No,,1,600,13,
346,José Gourmet Spiced Small Sardines in Olive Oil,10,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,Portugal,José Gourmet,Yes,No,"Carrot, clove, piri-piri, cucumber, laurel, white pepper",No,No,Unstated,90,3.2,No,No,No,No,Yes,No,No,No,No,,1,,,
347,José Gourmet Stuffed Octopus in Olive Oil,19.5,Olive Oil,Octopus,?,Spain,José Gourmet,Yes,No,,,,,110,3.9,No,No,No,No,No,No,No,No,No,,2,130,30,
348,José Gourmet Stuffed Squid in Ink,20,Sunflower Oil,Squid,Loligo vulgaris,Spain,José Gourmet,Yes,No,Ink,,,Unstated,110,3.9,No,No,No,No,No,No,No,No,No,,1,1190,21.6,
349,José Gourmet Tuna Fillets in Olive Oil,14.5,Olive Oil,"Tuna, Skipjack",Katsuwonus pelamis,Portugal,José Gourmet,Yes,No,,,,Unstated,120,4.0,No,No,No,No,No,No,No,No,No,,1,740,15,
350,José Gourmet Ventresca of Yellowfin Tuna in Olive Oil,24,Olive Oil,"Tuna, Yellowfin",Thunnus albacares,Spain,José Gourmet,Yes,No,,,,,120,4.2,No,No,No,No,No,No,No,No,No,,1,800,17,
351,"King Oscar ""Tiny Tots"" Brisling (Sprats) Sardines in Extra Virgin Olive Oil",3.5,Extra Virgin Olive Oil,Sprats,Sprattus sprattus,Poland,King Oscar,Yes,No,,No,No,12/22,106,3.75,Yes,No,No,No,No,No,No,No,No,OU,1,350,15,
352,"King Oscar Anchovies, Flat Fillets in Olive Oil",4,Olive Oil,Anchovies,,Peru,King Oscar,Yes,No,,,,,56,2.0,No,No,No,No,No,No,No,No,No,,3,870,38,
353,King Oscar Cross-Pack Sardines (Sprats) in Extra Virgin Olive Oil,4.5,Extra Virgin Olive Oil,Sprats,Sprattus sprattus,Poland,King Oscar,Yes,No,,No,No,22/38,106,3.75,Yes,No,No,No,No,No,No,No,No,OU,1,350,15,
354,King Oscar Kipper Snacks,3.75,Water,Herring,Clupea harengus,Poland and Germany,King Oscar,Yes,No,,No,No,Unstated,100,3.54,Yes,No,No,No,No,No,No,No,No,OU/GK,1,380,17,
355,King Oscar Mackerel Fillets in Olive Oil,3.5,Olive Oil,Mackerel,Scomber scombrus,Poland,King Oscar,Yes,No,,Yes,Yes,Unstated,115,4.05,No,No,No,No,No,No,No,No,No,OU,1,210,9,
356,King Oscar Mackerel Fillets in Olive Oil with Lemon,3.5,Olive Oil,Mackerel,Scomber scombrus,Poland,King Oscar,Yes,No,Lemon Juice,Yes,Yes,Unstated,115,4.05,No,No,Yes,No,No,No,No,No,No,OU,1,200,9,
357,King Oscar Mackerel Fillets Mediterranean Style,3.5,Olive Oil,Mackerel,Scomber scombrus,Poland,King Oscar,Yes,No,"Green Olives, Black Olives, Red Bell Pepper",Yes,Yes,Unstated,115,4.05,No,No,No,Yes,No,No,No,No,No,OU,1,300,13,
358,King Oscar Mackerel Fillets with Jalapeño Peppers,3.5,Olive Oil,Mackerel,Scomber scombrus,Poland,King Oscar,Yes,Yes,Jalapeño,Yes,Yes,Unstated,115,4.05,No,No,No,No,Yes,No,No,No,No,OU,1,210,9,
359,"King Oscar Royal Selection Sardines in Extra Virgin Olive Oil with Basil, Oregano, and Garlic",5,Extra Virgin Olive OIl,Sprats,Sprattus sprattus,Poland,King Oscar,Yes,No,"Basil, Oregano, Garlic",No,No,8/22,106,3.75,Yes,No,No,Yes,No,No,No,No,No,OU,1,300,13,
360,"King Oscar Royal Selection Sardines in Extra Virgin Olive Oil with Red Bell Pepper, Garlic, Rosemary & Hot Chili",5,Extra Virgin Olive OIl,Sprats,Sprattus sprattus,Poland,King Oscar,Yes,No,"Red Bell Pepper, Rosemary, Garlic, Hot Chili",No,No,8/22,106,3.75,Yes,No,No,Yes,Yes,No,No,No,No,OU,1,470,20,
361,King Oscar Royal Selection Sardines in Extra Virgin Olive Oil with Sliced Spanish Manzanilla Olives,5,Extra Virgin Olive Oil,Sprats,Sprattus sprattus,Poland,King Oscar,Yes,No,Green Olives,No,No,8/22,106,3.75,Yes,No,No,No,No,No,No,No,No,OU,1,300,13,
362,King Oscar Salmon in Extra Virgin Olive Oil,5,Extra Virgin Olive Oil,Salmon,?,Poland,King Oscar,Yes,No,,Yes,Yes,,115,4.05,No,No,No,No,No,No,No,No,No,OU,1,270,12,
363,King Oscar Salmon in Extra Virgin Olive Oil Mediterranean Style,5,Extra Virgin Olive Oil,Salmon,?,Poland,King Oscar,Yes,No,"Olives, herbs",Yes,Yes,,115,4.05,No,No,No,Yes,No,No,No,No,No,OU,1,350,15,
364,King Oscar Salmon in Extra Virgin Olive Oil with Lemon,5,Extra Virgin Olive Oil,Salmon,?,Poland,King Oscar,Yes,No,Lemon,Yes,Yes,,115,4.05,No,No,Yes,No,No,No,No,No,No,OU,1,220,10,
365,King Oscar Sardines (Sprats) in Dijon Mustard,3.5,Extra Virgin Olive Oil,Sprats,Sprattus sprattus,Poland,King Oscar,Yes,Yes,Mustard,No,No,8/12,106,3.75,Yes,No,No,No,No,No,No,No,No,OU,1,580,25,
366,King Oscar Sardines (Sprats) in Extra Virgin Olive Oil,3.5,Extra Virgin Olive Oil,Sprats,Sprattus sprattus,Poland,King Oscar,Yes,No,,No,No,12/22,106,3.75,Yes,No,No,No,No,No,No,No,No,OU/OUP,1,350,15,
367,King Oscar Sardines (Sprats) in Extra Virgin Olive Oil with Jalapeño Peppers,3.5,Extra Virgin Olive Oil,Sprats,Sprattus sprattus,Poland,King Oscar,Yes,No,Jalapeño,No,No,12/22,106,3.75,Yes,No,No,No,Yes,No,No,No,No,OU,1,330,14,
368,King Oscar Sardines (Sprats) in Extra Virgin Olive Oil with Lemon,3.5,Extra Virgin Olive Oil,Sprats,Sprattus sprattus,Poland,King Oscar,Yes,No,Lemon,No,No,8/12,106,3.75,Yes,No,Yes,No,No,No,No,No,No,OU,1,330,14,
369,King Oscar Sardines (Sprats) in Extra Virgin Olive Oil with Spicy Cracked Pepper,3.5,Extra Virgin Olive Oil,Sprats,Sprattus sprattus,Poland,King Oscar,Yes,No,"Peppercorns (Red, white, green, black)",No,No,8/12,106,3.75,Yes,No,No,No,No,No,No,No,No,OU,1,320,14,
370,"King Oscar Sardines (Sprats) in Extra Virgin Olive Oil, White Wine Vinegar and Capers",3.5,Extra Virgin Olive Oil,Sprats,Sprattus sprattus,Poland,King Oscar,Yes,No,"Capers, Vinegar",No,No,8/12,106,3.75,Yes,No,No,No,No,No,No,No,No,,1,650,28,
371,King Oscar Sardines (Sprats) in Zesty Tomato Sauce,3.5,Extra Virgin Olive Oil,Sprats,Sprattus sprattus,Poland,King Oscar,Yes,Yes,Tomato,No,No,8/12,106,3.75,Yes,No,No,No,No,Yes,No,No,No,OU,1,550,24,
372,"King Oscar Sardines (Sprats) Mediterranean Style with Extra Virgin Olive Oil, Herbes de Provence, Red Bell Pepper, Black Olives and Garlic",3.5,Extra Virgin Olive Oil,Sprats,Sprattus sprattus,Poland,King Oscar,Yes,No,"Black Olives, Red Bell Pepper",No,No,8/12,106,3.75,Yes,No,No,Yes,No,No,No,No,No,OU,1,530,23,
373,King Oscar Skinless and Boneless Sardines in Olive Oil,3.5,Olive Oil,Sardines,Sardina pilchardus,Morocco,King Oscar,Yes,No,,Yes,Yes,Unstated,125,4.38,No,No,No,No,No,No,No,No,No,OU/OUP,1,300,13,
374,King Oscar Skinless and Boneless Sardines Spanish Style Chili Pepper and Olive Oil,3.5,Olive Oil,Sardines,Sardina pilchardus,Morocco,King Oscar,Yes,No,"Red Chili Pepper, Carrot, Pickled Cucumber",Yes,Yes,Unstated,125,4.38,No,No,No,No,Yes,No,No,No,No,OU,1,290,13,
375,"King Oscar Yellowfin Tuna in Extra Virgin Olive Oil with Green Olives, Glass Jar",15,Extra Virgin Olive Oil,"Tuna, Yellowfin",Thunnus albacares,El Salvador,King Oscar,Yes,No,"Green Olives, Red Pimentos",,,,190,6.7,No,No,No,No,No,No,No,No,No,,1,550,24,
376,"King Oscar Yellowfin Tuna in Extra Virgin Olive Oil with Herbes de Provence, Glass Jar",15,Extra Virgin Olive Oil,"Tuna, Yellowfin",Thunnus albacares,El Salvador,King Oscar,Yes,No,"Red Bell Pepper, Green Olives, Black Olives, Herbes de Provence",,,,190,6.7,No,No,No,No,No,No,No,No,No,,1,930,40,
377,"King Oscar Yellowfin Tuna in Extra Virgin Olive Oil with Jalapeño Peppers, Glass Jar",15,Extra Virgin Olive Oil,"Tuna, Yellowfin",Thunnus albacares,El Salvador,King Oscar,Yes,Yes,Jalapeño,,,,190,6.7,No,No,No,No,Yes,No,No,No,No,,1,500,22,
378,"King Oscar Yellowfin Tuna in Extra Virgin Olive Oil with Sun Dried Tomatoes, Glass Jar",15,Extra Virgin Olive Oil,"Tuna, Yellowfin",Thunnus albacares,El Salvador,King Oscar,Yes,No,Sun-Dried Tomatoes,,,,190,6.7,No,No,No,No,No,No,No,No,No,,1,640,28,
379,La Barca Mussels in Escabeche 13/18,9.5,Sunflower Oil,Mussels,Mytilus galloprovincailis,Spain,La Barca,Yes,No,Escabeche,,,13/18,111,3.9,No,No,No,No,No,No,No,No,No,,1,550,24,
380,La Barca Octopus in Olive Oil,20,Olive Oil,Octopus,,Spain,La Barca,Yes,No,,,,Unstated,111,3.9,No,No,No,No,No,No,No,No,No,,1,340,15,
381,La Barca Sardines in Olive Oil,7.5,Olive Oil,Sardines,Sardina pilchardus,Spain,La Barca,Yes,No,,No,No,Unstated,120,4.3,No,No,No,No,No,No,No,No,No,,1,340,15,
382,La Barca Sardines in Olive Oil with Lemon,6.5,Olive Oil,Sardines,Sardina pilchardus,Spain,La Barca,Yes,No,Lemon,No,No,Unstated,120,4.3,No,No,Yes,No,No,No,No,No,No,,1,340,15,
383,La Barca Sardines in Olive Oil with Piri Piri,7,Olive Oil,Sardines,Sardina pilchardus,Spain,La Barca,Yes,No,Piri-piri,No,No,Unstated,120,4.3,No,No,No,No,Yes,No,No,No,No,,1,340,15,
384,La Barca Small Sardines in Olive Oil,6.5,Olive Oil,Sardines,Sardina pilchardus,Spain,La Barca,Yes,No,,No,No,Unstated,85,3.0,No,No,No,No,No,No,No,No,No,,1,320,14,
385,La Barca Squid in Ink,6,Sunflower Oil,Squid,,Spain,La Barca,Yes,No,"Corn starch, onion, cephalopod ink",,,Unstated,115,4.05,No,No,No,No,No,No,No,No,No,,1,270,12,
386,La Brújula Boneless & Skinless Sardine Filetes No. 36,30,Olive Oil,Sardines,Sardina pilchardus,Spain,La Brújula,Yes,No,,Yes,Yes,Unstated,130,4.6,No,No,No,No,No,No,No,No,No,,2,120,5,
387,La Brújula Chipiron Tinta (Squid in Ink) 6/8 No. 81,16.5,Olive Oil,Squid,Loligo gahi,Spain,La Brújula,Yes,No,Ink,,,6/8,110,3.8,No,No,No,No,No,Yes,No,No,No,,2,255,11,
388,La Brújula Chipirones (Baby Squid in Olive Oil) 2/3 No. 84,15,Olive Oil,Squid,Loligo gahi,Spain,La Brújula,Yes,No,,,,2/3,110,3.9,No,No,No,No,No,No,No,No,No,,2,160,7,
389,La Brújula Chipirones (Baby Squid in Olive Oil) No. 80,17,Olive Oil,Squid,Loligo gahi,Spain,La Brújula,Yes,No,,,,Unstated,110,3.9,No,No,No,No,No,No,No,No,No,,2,160,7,
390,La Brújula Cockles in Brine 30/35 pieces No. 15,38,Water,Cockles,Cerastoderma edule,Spain,La Brújula,Yes,No,,,,30/35,113,4.0,No,No,No,No,No,No,No,No,No,,2,280,12,
391,"La Brújula Flat Anchovy Fillets in Olive Oil 12/15, No. 72",43,Olive Oil,Anchovy,Engraulis encrasicolus,Spain,La Brújula,Yes,No,,Yes,Yes,12/15,85,3.0,No,No,No,No,No,No,No,No,No,,1,2,1,* no way this is correct
392,"La Brújula Mackerel Fillets in Olive Oil, No. 140",18,Olive Oil,Mackerel,Scomber scombrus,Spain,La Brújula,Yes,No,,Yes,Yes,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,,1,267,12,
393,La Brújula Mussels in Escabeche (Mejillones in Escabeche) 16/20 No. 130,11.5,"Olive Oil, Sunflower Oil",Mussels,Mytilus galloprovincialis,Spain,La Brújula,Yes,No,Escabeche,,,16/20,110,4.0,No,No,No,No,No,No,No,No,No,,2,310,13,
394,La Brújula Mussels in Pickled Sauce (Mejillones in Escabeche) 12/16 No. 24,16,"Olive Oil, Sunflower Oil",Mussels,Mytilus galloprovincialis,Spain,La Brújula,Yes,No,Escabeche,,,12/16,110,3.9,No,No,No,No,No,No,No,No,No,,2,310,13,
395,La Brújula Mussels in Pickled Sauce (Mejillones in Escabeche) 6/8 No. 21,18,"Olive Oil, Sunflower Oil",Mussels,Mytilus galloprovincialis,Spain,La Brújula,Yes,No,Escabeche,,,6/8,110,3.9,No,No,No,No,No,No,No,No,No,,2,310,13,
396,La Brújula Mussels in Pickled Sauce (Mejillones in Escabeche) 6/8 No. 26,24,Sunflower Oil,Mussels,Mytilus galloprovincialis,Spain,La Brújula,Yes,No,Escabeche,,,6/8,110,3.9,No,No,No,No,No,No,No,No,No,,2,310,13,
397,La Brújula Mussels in Pickled Sauce (Mejillones in Escabeche) 8/12 No. 23,18,"Olive Oil, Sunflower Oil",Mussels,Mytilus galloprovincialis,Spain,La Brújula,Yes,No,Escabeche,,,8/12,110,4.0,No,No,No,No,No,No,No,No,No,,2,310,13,
398,La Brújula Pulpo Con Pimentón (Octopus in Paprika Sauce) No. 83,45.5,Olive Oil,Octopus,Octopus vulgaris,Spain,La Brújula,Yes,No,Paprika,,Na,Unstated,138,4.8,No,No,No,No,No,No,No,No,No,,2,180,7,
399,La Brújula Razor Clams (Navajas) No. 6,30,Water,"Clam, Razor",Ensis arcuatus,Spain,La Brújula,Yes,No,,,,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,,2,364,15,
400,"La Brújula Razor Clams (Navajas) No. 7, 6/8",30,Salt Brine,"Clam, Razor",Ensis arcuatus,Spain,La Brújula,Yes,No,,,,6/8,115,4.0,No,No,No,No,No,No,No,No,No,,2,115,5,
401,"La Brújula Sardinas Guisadas (Fried Sardines in Sauce) ""Xoubas"" No. 35",18,Olive Oil,Sardines,Sardina pilchardus,Spain,La Brújula,Yes,No,"Tomato, Onion, Red Pepper",No,No,Unstated,130,4.6,No,No,No,No,Yes,Yes,No,Yes,No,,2,320,13,
402,La Brújula Sardines in Olive Oil 3/4 Pieces No. 34,13,Olive Oil,Sardines,Sardina pilchardus,Spain,La Brújula,Yes,No,,No,No,3/4,115,4.0,No,No,No,No,No,No,No,No,No,,1,185,8,
403,La Brújula Sardinillas (Small Sardines) 16/20 count No. 31,13,Olive Oil,Sardines,Sardina pilchardus,Spain,La Brújula,Yes,No,,No,No,16/20,115,4.0,No,No,No,No,No,No,No,No,No,,2,180,8,
404,La Brújula Scallops (Zamburiñas) in Sauce No. 90,29,Olive Oil,Scallop,Aequipecten opercularis,Spain,La Brújula,Yes,No,"Tomato, Onion, Red Pepper",,,Unstated,110,3.9,No,No,No,No,Yes,Yes,No,No,No,,2,180,7,
405,La Brújula Sea Urchin (Huevas de Erizo de Mar) No. 91,90,Water,Urchin Roe,Paracentrotus lividus,Spain,La Brújula,Yes,No,,,,Unstated,110,3.9,No,No,No,No,No,No,No,No,No,,2,150,6,
406,La Brújula Suprema Yellowfin Tuna Belly (Ventresca) No. 65,21,Olive Oil,"Tuna, Yellowfin",Thunnus albacares,Spain,La Brújula,Yes,No,,,,,110,3.9,No,No,No,No,No,No,No,No,No,,2,190,8,
407,"La Brújula White Tuna (Bonito del Norte) in Olive Oil, No. 51, Glass Jar",35,Olive Oil,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,Spain,La Brújula,Yes,No,,,,Unstated,227,8.0,No,No,No,No,No,No,No,No,No,,2,530,22,
408,La Brújula White Tuna in Olive Oil No. 54,15,Olive Oil,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,Spain,La Brújula,Yes,No,,,,,115,3.9,No,No,No,No,No,No,No,No,No,,2,530,22,
409,La Brújula Yellowfin Tuna Belly (Ventresca) No. 60,21,Olive Oil,"Tuna, Yellowfin",Thunnus albacares,Spain,La Brújula,Yes,No,,,,,110,3.9,No,No,No,No,No,No,No,No,No,,2,190,8,
410,"La Brújula Yellowfin Tuna Belly (Ventresca) No. 61, Large Format",37,Olive Oil,"Tuna, Yellowfin",Thunnus albacares,Spain,La Brújula,Yes,No,,,,,266,9.4,No,No,No,No,No,No,No,No,No,,2,190,8,
411,"La Brújula Yellowfin Tuna in Olive Oil, No. 62 Large Format",62,Olive Oil,"Tuna, Yellowfin",Thunnus albacares,Spain,La Brújula,Yes,No,,,,,990,,No,No,No,No,No,No,No,No,No,,2,130,5,
412,Los Peperetes Barnacles (Percebes) in Brine,55,Brine,Barnacle,,Spain,Los Peperetes,Yes,No,,,,Unstated,120,4.23,No,No,No,No,No,No,No,No,No,,2,,11,
413,"Los Peperetes Mussels in Escabeche, Medium, 10/12",38,Olive Oil,Mussels,Mytilus galloprovincialis,Spain,Los Peperetes,Yes,No,Escabeche,,,10/12,120,4.23,No,No,No,No,No,No,No,No,No,,2,,15,
414,Los Peperetes Octopus in Paprika,50,Olive Oil,Octopus,Octopus vulgaris,Spain,Los Peperetes,Yes,No,Garlic,,,,120,4.23,No,No,No,Yes,No,No,No,No,No,,1,782,34,
415,Luças Cod in Olive Oil and Garlic,21,Olive Oil,Cod,Godeus morhua,Spain,Luças,Yes,No,Garlic,Yes,Yes,,120,4.2,No,No,No,Yes,No,No,No,No,No,,2,208,9,
416,Luças Mackerel Fillets in Mustard Sauce,12,Sunflower Oil,Mackerel,Scomber japonicus,Spain,Luças,Yes,No,Mustard,Yes,Yes,,120,4.2,No,No,No,No,No,No,No,No,No,,2,504,21,
417,Luças Mussels in Escabeche 12/16,15.5,Sunflower Oil,Mussels,Mytilus galloprovincialis,Spain,Luças,Yes,No,Escabeche,,,12/16,110,3.9,No,No,No,Yes,No,No,No,No,No,,2,476,20,
418,Luças Mussels in Spicy Escabeche 12/16,15.5,Sunflower Oil,Mussels,Mytilus galloprovincialis,Spain,Luças,Yes,No,Escabeche,,,12/16,110,3.9,No,No,No,Yes,Yes,No,No,No,No,,2,476,20,
419,Luças Octopus in Olive Oil,22.5,Olive Oil,Octopus,Eledone cirrosa,Spain,Luças,Yes,No,,,,Unstated,110,3.9,No,No,No,No,No,No,No,No,No,,2,201,8,
420,Luças Sardines in Olive Oil with Lemon,9.5,Olive Oil,Sardines,Sardina pilchardus,Spain,Luças,Yes,No,Lemon,No,No,Unstated,120,4.2,No,No,Yes,No,No,No,No,No,No,,2,170,7,
421,Luças Sardines in Olive Oil with Tomato,9.5,Olive Oil,Sardines,Sardina pilchardus,Spain,Luças,Yes,No,Tomato,No,No,Unstated,120,4.2,No,No,No,No,No,Yes,No,No,No,,2,280,12,
422,Luças Skipjack Tuna Filets in Olive Oil,15.5,Olive Oil,"Tuna, Skipjack",Katswanus pelamus,Spain,Luças,Yes,No,,Yes,Yes,,120,4.2,No,No,No,No,No,No,No,No,No,,2,170,7,
423,Luças Small Sardines (Petingas) in Olive Oil,8.5,Olive Oil,Sardines,Sardina pilchardus,Spain,Luças,Yes,No,,No,No,Unstated,81,2.8,No,No,No,No,No,No,No,No,No,,2,270,12,
424,Luças Spicy Sardines in Olive Oil with Piri-Piri,9.5,Olive Oil,Sardines,Sardina pilchardus,Spain,Luças,Yes,No,Piri-piri,No,No,Unstated,120,4.2,No,No,No,No,Yes,No,No,No,No,,2,336,14,
425,Luças Stuffed Squid in Mediterranean Sauce,18,Sunflower Oil,Squid,Loliga gahi / Dosidicus gigsa,Spain,Luças,Yes,No,"Rice, onion",,,Unstated,115,4.0,No,No,No,No,No,Yes,No,No,No,,2,317,13,
426,Luças Vintage 2020 Sardines in Occidens EVOO,11,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,Spain,Luças,Yes,No,,No,No,Unstated,120,4.2,No,No,No,No,No,No,No,No,No,,2,170,7,
427,Luças Yellowfin Tuna Belly (Ventresca) in Olive Oil,24,Olive Oil,Yellowfin Tuna Belly,Thunnus albacares,Spain,Luças,Yes,No,,Yes,Yes,,110,3.9,No,No,No,No,No,No,No,No,No,,2,193,8,
428,Mabuti Sardines in Olive Oil and Tomato Sauce,8.5,Olive Oil,Sardines,Sardina pilchardus,Portugal,Mabuti,Yes,No,Tomato,No,No,Unstated,90,3.17,No,No,No,No,No,Yes,No,No,No,,1,360,16,
429,Maria Organic Mackerel Fillets in Organic EVOO,13,"Extra Virgin Olive Oil, Organic",Mackerel,Scomber japonicus,Portugal,Maria Organic,Yes,No,,Yes,Yes,Unstated,120,4.2,No,No,No,No,No,No,No,No,Yes,,?,800,13,Per 100g
430,Maria Organic Sardines in Organic EVOO,11,"Extra Virgin Olive Oil, Organic",Sardines,Sardina pilchardus,Portugal,Maria Organic,Yes,No,,No,No,Unstated,120,4.2,No,No,No,No,No,No,No,No,Yes,,?,920,15,Per 100g
431,Maria Organic Sardines in Organic Tomatoes and Organic EVOO,11,"Extra Virgin Olive Oil, Organic",Sardines,Sardina pilchardus,Portugal,Maria Organic,Yes,No,Tomato,No,No,Unstated,120,4.2,No,No,No,No,No,Yes,No,No,Yes,,?,820,14,Per 100g
432,Maria Organic Small Sardines in Organic EVOO,11,"Extra Virgin Olive Oil, Organic",Sardines,Sardina pilchardus,Spain,Maria Organic,Yes,No,,No,No,Unstated,90,3.2,No,No,No,No,No,No,No,No,Yes,,?,1000,17,Per 100g
433,Maria Organic Spiced Mackerel Fillets in Organic EVOO,13,"Extra Virgin Olive Oil, Organic",Mackerel,Scomber japonicus,Portugal,Maria Organic,Yes,No,Spiced/Spicy,Yes,Yes,Unstated,120,4.2,No,No,No,No,Yes,No,No,No,Yes,,?,800,13,Per 100g
434,Maria Organic Spiced Small Sardines in Organic EVOO,11,"Extra Virgin Olive Oil, Organic",Sardines,Sardina pilchardus,Spain,Maria Organic,Yes,No,Spiced/Spicy,No,No,Unstated,90,3.2,No,No,No,No,Yes,No,No,No,Yes,,?,1400,23,Per 100g
435,Marusa Shirasu Whitebait (“Anchovies”) with Garlic Flakes and Togarishi,14.5,Extra Virgin Olive Oil,"Anchovies, Whitebait",?,Japan,Marusa Shirasu,No,No,Togarashi,,,Unstated,85,2.8,No,No,No,Yes,Yes,No,No,No,No,,5,180,8,
436,Mary Manette Smoked Canadian Mussels,18,Mussel Nectar,Mussels,Mytilus edulis,Canada,Mary Manette,Yes,Yes,,,,Unstated,70,2.5,Yes,No,No,No,No,No,No,No,No,,1,370,16,
437,Mary Manette Smoked Salmon Pâté,13,,Salmon,,Canada,Mary Manette,Yes,No,"Cream, egg",,,Unstated,90,3.17,Yes,No,Yes,Yes,No,No,Yes,No,No,,2,120,5,
438,Mary Manette Smoked Wild Nova Scotia Herring,12,,Herring,Clupea harengus,Canada,Mary Manette,Yes,No,,No,No,Unstated,190,6.7,Yes,No,No,No,No,No,No,No,No,,4,210,9,
439,Matiz Bonito del Norte in Spanish Olive Oil,9.5,Olive Oil,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,Spain,Matiz,Yes,No,,,,,111,4.0,No,No,No,No,No,No,No,No,No,,1,290,13,
440,Matiz Cockles in Brine,12,Water,Cockles,Cerastoderma edule,Spain,Matiz,Yes,No,,,,Unstated,111,4.0,No,No,No,No,No,No,No,No,No,,1,380,17,
441,Matiz Giant Calamari with White Beans and Paprika,10.5,Sunflower Oil,Giant Calamari,Dosidicus gigas,Spain,Matiz,Yes,No,"beans, spices (sweet paprika, hot paprika), onion, wine vinegar",,,Unstated,115,4.05,No,No,No,No,No,No,No,No,No,,1,280,12,
442,Matiz Lightly Smoked Sardines in Spanish Olive Oil,5.5,Olive Oil,Sardines,Sardina pilchardus,Spain,Matiz,Yes,No,,No,No,Unstated,120,4.2,Yes,No,No,No,No,No,No,No,No,,1,340,15,
443,Matiz Mackerel in Organic Extra Virgin Olive Oil,6.5,"Extra Virgin Olive Oil, Organic",Mackerel,"Scomber japonicus, Scomber colias",Spain,Matiz,Yes,No,,Yes,Yes,Unstated,85,3.0,No,No,No,No,No,No,No,No,Yes,,1,270,12,
444,Matiz Octopus (Wild Pulpo) in Spanish Olive Oil,14,Olive Oil,Octopus,Octopus vulgaris,Spain,Matiz,Yes,No,,,,Unstated,111,4.0,No,No,No,No,No,No,No,No,No,,1,340,15,
445,Matiz Organic Mussels in Olive Oil & Vinegar (en Escabeche),10.5,"Extra Virgin Olive Oil, Organic",Mussels,Mytilus galloprovincialis,Spain,Matiz,Yes,No,Escabeche,,,Unstated,111,4.0,No,No,No,No,No,No,No,No,Yes,,1,550,24,
446,Matiz Sardines in Spanish Olive Oil,5,Olive Oil,Sardines,Sardina pilchardus,Spain,Matiz,Yes,No,,No,No,Unstated,120,4.2,No,No,No,No,No,No,No,No,No,,1,336,15,
